project_id,project_name,department,project_type,location,budget,expenditure,planned_duration_days,time_elapsed_days,completion_percentage,total_milestones,completed_milestones,delayed_milestones,pending_milestones,risk_score,delay_level
PRJ-2304,Energy & Power Project - Pune #1304,Ministry of Road Transport & Highways,Energy & Power,Pune,1992.92,323.74,1606,312,12.84,10,1,0,9,4.54,LOW
PRJ-2305,Infrastructure Project - Bengaluru #1305,Ministry of Electronics & IT,Infrastructure,Bengaluru,1118.08,1302.06,1463,1700,98.41,5,4,0,1,0.83,LOW
PRJ-2306,Digital Governance Project - Hyderabad #1306,Ministry of Road Transport & Highways,Digital Governance,Hyderabad,1084.16,683.7,1574,1269,50.42,17,8,4,5,5.56,HIGH
PRJ-2307,Infrastructure Project - Ahmedabad #1307,Ministry of Power,Infrastructure,Ahmedabad,2473.64,932.4,544,221,34.82,31,10,2,19,4.44,LOW
PRJ-2308,Transportation Project - Chennai #1308,Ministry of Railways,Transportation,Chennai,915.15,316.72,1080,422,33.12,28,9,2,17,5.43,LOW
PRJ-2309,Water & Sanitation Project - Patna #1309,Ministry of Urban Development,Water & Sanitation,Patna,2407.77,459.89,529,74,15.69,29,4,0,25,5.35,LOW
PRJ-2310,Urban Infrastructure Project - Kolkata #1310,Ministry of Electronics & IT,Urban Infrastructure,Kolkata,2264.57,1934.6,1576,1538,94.53,37,34,0,3,1.76,LOW
PRJ-2311,Infrastructure Project - Jaipur #1311,Ministry of Power,Infrastructure,Jaipur,2709.2,720.92,708,240,28.6,12,3,1,8,5.23,LOW
PRJ-2312,Transportation Project - Pune #1312,Ministry of Urban Development,Transportation,Pune,2058.0,1763.53,942,678,75.89,7,5,0,2,1.41,LOW
PRJ-2313,Water & Sanitation Project - Delhi NCR #1313,Ministry of Power,Water & Sanitation,Delhi NCR,564.04,354.88,1153,539,55.98,11,6,0,5,2.92,LOW
PRJ-2314,Urban Infrastructure Project - Jaipur #1314,Ministry of Railways,Urban Infrastructure,Jaipur,659.7,419.83,224,130,57.42,32,18,2,12,3.88,LOW
PRJ-2315,Energy & Power Project - Guwahati #1315,Ministry of Railways,Energy & Power,Guwahati,1312.52,705.75,871,549,53.74,7,3,1,3,4.47,LOW
PRJ-2316,Healthcare Facility Project - Mumbai #1316,Ministry of Water Resources,Healthcare Facility,Mumbai,1479.24,332.89,1765,699,20.67,6,1,1,4,4.7,MEDIUM
PRJ-2317,Healthcare Facility Project - Guwahati #1317,Ministry of Power,Healthcare Facility,Guwahati,3300.53,2088.34,586,671,58.37,13,7,2,4,3.55,HIGH
PRJ-2318,Infrastructure Project - Chennai #1318,Ministry of Road Transport & Highways,Infrastructure,Chennai,2777.09,2169.12,469,460,75.88,15,11,1,3,2.92,MEDIUM
PRJ-2319,Transportation Project - Chennai #1319,Ministry of Railways,Transportation,Chennai,1083.27,244.19,558,200,25.0,10,2,2,6,4.86,MEDIUM
PRJ-2320,Water & Sanitation Project - Kolkata #1320,Ministry of Health & Family Welfare,Water & Sanitation,Kolkata,27.26,10.84,506,242,38.42,30,11,4,15,6.5,MEDIUM
PRJ-2321,Urban Infrastructure Project - Pune #1321,Ministry of Electronics & IT,Urban Infrastructure,Pune,2474.72,2125.37,1742,1931,86.42,25,21,1,3,1.35,MEDIUM
PRJ-2322,Energy & Power Project - Chennai #1322,Ministry of Water Resources,Energy & Power,Chennai,2871.07,3098.28,1675,1775,98.24,39,38,0,1,1.06,LOW
PRJ-2323,Healthcare Facility Project - Delhi NCR #1323,Ministry of Electronics & IT,Healthcare Facility,Delhi NCR,783.71,177.12,1426,422,24.63,28,6,2,20,6.21,MEDIUM
PRJ-2324,Healthcare Facility Project - Ahmedabad #1324,Ministry of Health & Family Welfare,Healthcare Facility,Ahmedabad,3201.91,1152.8,1502,530,34.29,7,2,0,5,4.16,LOW
PRJ-2325,Urban Infrastructure Project - Patna #1325,Ministry of Power,Urban Infrastructure,Patna,637.77,225.99,488,201,35.67,35,12,1,22,5.53,MEDIUM
PRJ-2326,Transportation Project - Bengaluru #1326,Ministry of Urban Development,Transportation,Bengaluru,1399.77,514.64,1239,1260,35.61,10,3,4,3,6.28,HIGH
PRJ-2327,Water & Sanitation Project - Ahmedabad #1327,Ministry of Electronics & IT,Water & Sanitation,Ahmedabad,2814.39,408.69,205,56,16.8,37,6,5,26,7.07,MEDIUM
PRJ-2328,Digital Governance Project - Patna #1328,Ministry of Urban Development,Digital Governance,Patna,1411.94,185.84,1759,281,13.0,12,1,1,10,6.35,MEDIUM
PRJ-2329,Healthcare Facility Project - Kolkata #1329,Ministry of Urban Development,Healthcare Facility,Kolkata,2735.7,748.79,1638,767,25.64,28,7,4,17,5.68,MEDIUM
PRJ-2330,Healthcare Facility Project - Ahmedabad #1330,Ministry of Urban Development,Healthcare Facility,Ahmedabad,3047.4,783.06,343,91,26.53,21,5,0,16,5.3,LOW
PRJ-2331,Water & Sanitation Project - Pune #1331,Ministry of Electronics & IT,Water & Sanitation,Pune,1527.76,663.58,1131,463,50.46,36,18,0,18,2.58,LOW
PRJ-2332,Digital Governance Project - Kolkata #1332,Ministry of Health & Family Welfare,Digital Governance,Kolkata,890.62,1024.15,871,733,97.17,6,5,0,1,0.5,LOW
PRJ-2333,Urban Infrastructure Project - Delhi NCR #1333,Ministry of Power,Urban Infrastructure,Delhi NCR,1569.23,1095.9,789,630,63.61,27,17,3,7,4.08,MEDIUM
PRJ-2334,Transportation Project - Bengaluru #1334,Ministry of Urban Development,Transportation,Bengaluru,303.32,77.18,373,89,29.17,36,10,0,26,4.09,LOW
PRJ-2335,Digital Governance Project - Lucknow #1335,Ministry of Urban Development,Digital Governance,Lucknow,861.91,829.33,1680,1684,88.72,7,6,0,1,1.31,MEDIUM
PRJ-2336,Healthcare Facility Project - Guwahati #1336,Ministry of Railways,Healthcare Facility,Guwahati,2235.97,1147.24,387,201,39.77,10,3,1,6,4.68,MEDIUM
PRJ-2337,Urban Infrastructure Project - Ahmedabad #1337,Ministry of Power,Urban Infrastructure,Ahmedabad,88.12,26.42,1709,653,26.62,10,2,2,6,5.34,MEDIUM
PRJ-2338,Water & Sanitation Project - Hyderabad #1338,Ministry of Road Transport & Highways,Water & Sanitation,Hyderabad,2002.42,1287.4,800,621,60.11,20,12,2,6,2.89,MEDIUM
PRJ-2339,Urban Infrastructure Project - Hyderabad #1339,Ministry of Health & Family Welfare,Urban Infrastructure,Hyderabad,2664.91,923.79,1074,432,30.29,16,4,1,11,5.23,LOW
PRJ-2340,Urban Infrastructure Project - Bengaluru #1340,Ministry of Health & Family Welfare,Urban Infrastructure,Bengaluru,2376.95,199.95,738,77,9.31,31,2,4,25,6.68,MEDIUM
PRJ-2341,Healthcare Facility Project - Patna #1341,Ministry of Urban Development,Healthcare Facility,Patna,1120.38,398.39,633,219,30.8,19,5,0,14,4.04,LOW
PRJ-2342,Healthcare Facility Project - Pune #1342,Ministry of Electronics & IT,Healthcare Facility,Pune,2061.82,1417.53,1480,1117,64.21,35,22,3,10,3.01,MEDIUM
PRJ-2343,Energy & Power Project - Kolkata #1343,Ministry of Power,Energy & Power,Kolkata,2880.97,1961.9,490,297,58.14,18,10,1,7,2.83,LOW
PRJ-2344,Energy & Power Project - Ahmedabad #1344,Ministry of Urban Development,Energy & Power,Ahmedabad,122.61,136.8,1350,1572,100.0,40,40,0,0,0.17,LOW
PRJ-2345,Healthcare Facility Project - Kolkata #1345,Ministry of Electronics & IT,Healthcare Facility,Kolkata,1071.07,591.62,1717,767,48.57,6,2,0,4,3.74,LOW
PRJ-2346,Energy & Power Project - Lucknow #1346,Ministry of Health & Family Welfare,Energy & Power,Lucknow,1516.04,117.23,1746,219,6.01,40,2,8,30,9.88,MEDIUM
PRJ-2347,Healthcare Facility Project - Bengaluru #1347,Ministry of Urban Development,Healthcare Facility,Bengaluru,1330.72,66.54,432,89,4.36,12,0,3,9,6.34,MEDIUM
PRJ-2348,Water & Sanitation Project - Guwahati #1348,Ministry of Railways,Water & Sanitation,Guwahati,3426.35,2396.35,1306,717,59.49,31,18,1,12,2.98,LOW
PRJ-2349,Energy & Power Project - Patna #1349,Ministry of Water Resources,Energy & Power,Patna,378.68,227.3,1586,1833,50.83,25,12,7,6,6.32,HIGH
PRJ-2350,Water & Sanitation Project - Ahmedabad #1350,Ministry of Railways,Water & Sanitation,Ahmedabad,1736.97,720.91,1130,468,32.88,15,4,2,9,4.51,LOW
PRJ-2351,Infrastructure Project - Jaipur #1351,Ministry of Power,Infrastructure,Jaipur,2906.23,876.12,1742,1063,34.02,11,3,2,6,5.41,HIGH
PRJ-2352,Urban Infrastructure Project - Hyderabad #1352,Ministry of Urban Development,Urban Infrastructure,Hyderabad,2231.09,340.91,1447,501,13.83,37,5,13,19,10.0,HIGH
PRJ-2353,Urban Infrastructure Project - Delhi NCR #1353,Ministry of Electronics & IT,Urban Infrastructure,Delhi NCR,1144.32,354.12,691,195,27.81,10,2,1,7,4.05,LOW
PRJ-2354,Water & Sanitation Project - Patna #1354,Ministry of Health & Family Welfare,Water & Sanitation,Patna,1368.79,1642.55,1227,1288,100.0,15,15,0,0,1.45,LOW
PRJ-2355,Transportation Project - Pune #1355,Ministry of Railways,Transportation,Pune,3280.62,993.62,589,267,32.0,6,1,0,5,4.32,MEDIUM
PRJ-2356,Digital Governance Project - Lucknow #1356,Ministry of Railways,Digital Governance,Lucknow,1558.35,395.72,675,659,19.74,37,7,27,3,10.0,HIGH
PRJ-2357,Energy & Power Project - Bengaluru #1357,Ministry of Water Resources,Energy & Power,Bengaluru,864.57,495.55,1658,1921,71.34,7,4,1,2,2.65,HIGH
PRJ-2358,Urban Infrastructure Project - Ahmedabad #1358,Ministry of Health & Family Welfare,Urban Infrastructure,Ahmedabad,255.58,300.85,1034,1192,94.8,39,36,0,3,1.81,LOW
PRJ-2359,Healthcare Facility Project - Guwahati #1359,Ministry of Electronics & IT,Healthcare Facility,Guwahati,92.78,36.98,1164,1176,48.03,30,14,10,6,8.05,HIGH
PRJ-2360,Energy & Power Project - Ahmedabad #1360,Ministry of Road Transport & Highways,Energy & Power,Ahmedabad,2511.02,1817.75,1227,972,70.97,12,8,0,4,3.15,LOW
PRJ-2361,Water & Sanitation Project - Lucknow #1361,Ministry of Water Resources,Water & Sanitation,Lucknow,2639.99,1959.51,408,364,75.49,26,19,1,6,2.11,MEDIUM
PRJ-2362,Transportation Project - Chennai #1362,Ministry of Urban Development,Transportation,Chennai,348.97,308.24,1494,1289,85.83,36,30,0,6,2.22,LOW
PRJ-2363,Energy & Power Project - Guwahati #1363,Ministry of Power,Energy & Power,Guwahati,1561.91,759.43,1792,1066,52.34,22,11,2,9,4.71,LOW
PRJ-2364,Healthcare Facility Project - Chennai #1364,Ministry of Railways,Healthcare Facility,Chennai,100.53,50.72,939,675,43.61,24,10,6,8,5.54,HIGH
PRJ-2365,Energy & Power Project - Pune #1365,Ministry of Electronics & IT,Energy & Power,Pune,2498.65,1427.44,1558,661,48.75,13,6,0,7,3.15,LOW
PRJ-2366,Energy & Power Project - Patna #1366,Ministry of Urban Development,Energy & Power,Patna,805.43,422.6,613,454,60.02,5,3,0,2,3.44,MEDIUM
PRJ-2367,Water & Sanitation Project - Jaipur #1367,Ministry of Electronics & IT,Water & Sanitation,Jaipur,1426.4,1546.97,1446,1576,84.32,14,11,0,3,1.79,MEDIUM
PRJ-2368,Energy & Power Project - Ahmedabad #1368,Ministry of Health & Family Welfare,Energy & Power,Ahmedabad,3030.28,1875.53,1173,953,50.1,35,17,6,12,6.69,HIGH
PRJ-2369,Digital Governance Project - Mumbai #1369,Ministry of Road Transport & Highways,Digital Governance,Mumbai,1204.86,253.98,813,265,24.09,12,2,2,8,5.31,MEDIUM
PRJ-2370,Healthcare Facility Project - Patna #1370,Ministry of Urban Development,Healthcare Facility,Patna,3172.99,2377.34,1708,1759,62.88,38,23,8,7,6.54,HIGH
PRJ-2371,Digital Governance Project - Delhi NCR #1371,Ministry of Power,Digital Governance,Delhi NCR,1400.73,1190.81,382,438,80.68,22,17,1,4,2.44,MEDIUM
PRJ-2372,Healthcare Facility Project - Mumbai #1372,Ministry of Electronics & IT,Healthcare Facility,Mumbai,3396.83,2711.45,294,173,75.2,20,15,0,5,2.72,LOW
PRJ-2373,Digital Governance Project - Hyderabad #1373,Ministry of Electronics & IT,Digital Governance,Hyderabad,806.91,201.84,1649,992,30.5,22,6,6,10,6.06,HIGH
PRJ-2374,Digital Governance Project - Mumbai #1374,Ministry of Railways,Digital Governance,Mumbai,3172.43,792.98,451,304,30.1,19,5,5,9,7.02,HIGH
PRJ-2375,Urban Infrastructure Project - Mumbai #1375,Ministry of Urban Development,Urban Infrastructure,Mumbai,1883.9,428.19,1780,278,19.02,9,1,0,8,4.28,LOW
PRJ-2376,Urban Infrastructure Project - Hyderabad #1376,Ministry of Road Transport & Highways,Urban Infrastructure,Hyderabad,358.57,100.29,1387,466,26.8,5,1,0,4,5.38,LOW
PRJ-2377,Digital Governance Project - Pune #1377,Ministry of Road Transport & Highways,Digital Governance,Pune,2723.11,1552.83,578,432,51.03,34,17,7,10,5.75,MEDIUM
PRJ-2378,Healthcare Facility Project - Chennai #1378,Ministry of Urban Development,Healthcare Facility,Chennai,1729.19,920.23,541,249,51.09,23,11,1,11,3.44,LOW
PRJ-2379,Healthcare Facility Project - Hyderabad #1379,Ministry of Water Resources,Healthcare Facility,Hyderabad,1200.59,573.84,1568,1124,50.08,33,16,4,13,5.61,MEDIUM
PRJ-2380,Urban Infrastructure Project - Delhi NCR #1380,Ministry of Railways,Urban Infrastructure,Delhi NCR,1124.03,795.2,1223,755,80.25,9,7,0,2,2.33,LOW
PRJ-2381,Water & Sanitation Project - Pune #1381,Ministry of Road Transport & Highways,Water & Sanitation,Pune,1205.09,758.12,1586,1098,70.58,11,7,0,4,1.9,LOW
PRJ-2382,Energy & Power Project - Kolkata #1382,Ministry of Health & Family Welfare,Energy & Power,Kolkata,2684.81,395.35,1146,244,15.5,18,2,2,14,5.33,LOW
PRJ-2383,Transportation Project - Ahmedabad #1383,Ministry of Railways,Transportation,Ahmedabad,2752.48,2418.24,503,387,100.0,38,38,0,0,1.31,LOW
PRJ-2384,Urban Infrastructure Project - Guwahati #1384,Ministry of Water Resources,Urban Infrastructure,Guwahati,950.15,504.1,718,444,43.2,24,10,3,11,4.65,MEDIUM
PRJ-2385,Energy & Power Project - Guwahati #1385,Ministry of Electronics & IT,Energy & Power,Guwahati,1110.56,649.57,810,459,58.68,31,18,0,13,3.95,LOW
PRJ-2386,Urban Infrastructure Project - Kolkata #1386,Ministry of Road Transport & Highways,Urban Infrastructure,Kolkata,2263.82,2477.8,466,546,92.48,6,5,0,1,0.78,LOW
PRJ-2387,Digital Governance Project - Chennai #1387,Ministry of Electronics & IT,Digital Governance,Chennai,1038.84,154.7,944,118,14.69,29,4,1,24,5.79,MEDIUM
PRJ-2388,Water & Sanitation Project - Hyderabad #1388,Ministry of Railways,Water & Sanitation,Hyderabad,2165.27,1847.88,1081,1126,100.0,20,20,0,0,1.45,LOW
PRJ-2389,Healthcare Facility Project - Pune #1389,Ministry of Electronics & IT,Healthcare Facility,Pune,3332.64,2720.51,274,262,82.04,36,29,1,6,3.27,MEDIUM
PRJ-2390,Urban Infrastructure Project - Delhi NCR #1390,Ministry of Health & Family Welfare,Urban Infrastructure,Delhi NCR,364.03,122.77,1489,710,31.55,33,10,7,16,6.44,MEDIUM
PRJ-2391,Digital Governance Project - Mumbai #1391,Ministry of Railways,Digital Governance,Mumbai,1142.66,1210.28,1767,1600,87.38,14,12,0,2,1.78,LOW
PRJ-2392,Infrastructure Project - Pune #1392,Ministry of Health & Family Welfare,Infrastructure,Pune,865.84,467.03,1352,948,47.72,40,19,6,15,5.6,MEDIUM
PRJ-2393,Transportation Project - Mumbai #1393,Ministry of Road Transport & Highways,Transportation,Mumbai,3048.83,2917.67,1612,1422,100.0,28,28,0,0,0.89,LOW
PRJ-2394,Transportation Project - Kolkata #1394,Ministry of Railways,Transportation,Kolkata,1644.46,650.99,1123,559,44.01,21,9,1,11,4.69,LOW
PRJ-2395,Transportation Project - Mumbai #1395,Ministry of Road Transport & Highways,Transportation,Mumbai,2251.42,954.25,1055,565,40.63,8,3,1,4,3.49,MEDIUM
PRJ-2396,Energy & Power Project - Delhi NCR #1396,Ministry of Health & Family Welfare,Energy & Power,Delhi NCR,1984.34,2199.02,245,283,89.62,25,22,0,3,1.5,MEDIUM
PRJ-2397,Energy & Power Project - Patna #1397,Ministry of Health & Family Welfare,Energy & Power,Patna,244.21,116.39,334,241,37.03,12,4,3,5,5.95,HIGH
PRJ-2398,Water & Sanitation Project - Mumbai #1398,Ministry of Water Resources,Water & Sanitation,Mumbai,2013.0,1221.39,1139,878,46.8,9,4,2,3,4.32,HIGH
PRJ-2399,Urban Infrastructure Project - Pune #1399,Ministry of Power,Urban Infrastructure,Pune,3113.85,923.0,1693,452,30.71,16,4,1,11,4.54,LOW
PRJ-2400,Water & Sanitation Project - Guwahati #1400,Ministry of Health & Family Welfare,Water & Sanitation,Guwahati,2590.71,1778.01,1065,1148,68.58,23,15,2,6,4.03,HIGH
PRJ-2401,Infrastructure Project - Hyderabad #1401,Ministry of Road Transport & Highways,Infrastructure,Hyderabad,1135.12,233.2,488,187,22.54,25,5,5,15,7.18,MEDIUM
PRJ-2402,Water & Sanitation Project - Lucknow #1402,Ministry of Railways,Water & Sanitation,Lucknow,3239.49,2793.92,1644,1732,98.42,14,13,0,1,0.44,LOW
PRJ-2403,Healthcare Facility Project - Lucknow #1403,Ministry of Road Transport & Highways,Healthcare Facility,Lucknow,3306.29,3537.86,260,248,100.0,9,9,0,0,0.63,LOW
PRJ-2404,Digital Governance Project - Hyderabad #1404,Ministry of Railways,Digital Governance,Hyderabad,713.94,389.4,514,291,58.3,18,10,1,7,2.54,LOW
PRJ-2405,Infrastructure Project - Ahmedabad #1405,Ministry of Urban Development,Infrastructure,Ahmedabad,98.73,89.28,1703,1770,100.0,8,8,0,0,0.8,LOW
PRJ-2406,Water & Sanitation Project - Ahmedabad #1406,Ministry of Railways,Water & Sanitation,Ahmedabad,2069.86,242.86,435,87,13.22,38,5,3,30,7.05,MEDIUM
PRJ-2407,Urban Infrastructure Project - Guwahati #1407,Ministry of Road Transport & Highways,Urban Infrastructure,Guwahati,2120.92,1056.73,1715,2049,49.45,18,8,7,3,6.93,HIGH
PRJ-2408,Urban Infrastructure Project - Chennai #1408,Ministry of Power,Urban Infrastructure,Chennai,1785.49,254.54,1115,131,14.4,31,4,1,26,6.39,MEDIUM
PRJ-2409,Energy & Power Project - Chennai #1409,Ministry of Power,Energy & Power,Chennai,2929.51,2537.64,1069,1219,76.93,19,14,2,3,2.12,HIGH
PRJ-2410,Water & Sanitation Project - Ahmedabad #1410,Ministry of Electronics & IT,Water & Sanitation,Ahmedabad,3067.04,2263.42,212,243,78.73,25,19,1,5,3.16,HIGH
PRJ-2411,Healthcare Facility Project - Delhi NCR #1411,Ministry of Railways,Healthcare Facility,Delhi NCR,456.54,141.32,498,126,29.91,7,2,0,5,5.11,LOW
PRJ-2412,Digital Governance Project - Patna #1412,Ministry of Water Resources,Digital Governance,Patna,1032.87,499.19,1444,803,55.0,16,8,0,8,3.29,LOW
PRJ-2413,Digital Governance Project - Patna #1413,Ministry of Railways,Digital Governance,Patna,643.84,487.05,404,389,92.82,18,16,0,2,1.61,LOW
PRJ-2414,Energy & Power Project - Lucknow #1414,Ministry of Water Resources,Energy & Power,Lucknow,1130.54,153.64,1784,229,16.69,35,5,0,30,5.91,MEDIUM
PRJ-2415,Infrastructure Project - Jaipur #1415,Ministry of Urban Development,Infrastructure,Jaipur,1325.86,723.29,1405,1257,61.65,11,6,1,4,4.11,HIGH
PRJ-2416,Urban Infrastructure Project - Mumbai #1416,Ministry of Road Transport & Highways,Urban Infrastructure,Mumbai,402.31,267.57,1154,704,66.01,39,25,0,14,3.41,LOW
PRJ-2417,Digital Governance Project - Delhi NCR #1417,Ministry of Water Resources,Digital Governance,Delhi NCR,1096.89,880.19,1141,1243,86.43,25,21,1,3,1.81,MEDIUM
PRJ-2418,Digital Governance Project - Guwahati #1418,Ministry of Health & Family Welfare,Digital Governance,Guwahati,346.43,359.74,1189,1098,84.7,17,14,0,3,1.79,LOW
PRJ-2419,Transportation Project - Hyderabad #1419,Ministry of Water Resources,Transportation,Hyderabad,2310.64,581.55,1702,347,25.12,11,2,0,9,4.25,LOW
PRJ-2420,Digital Governance Project - Chennai #1420,Ministry of Electronics & IT,Digital Governance,Chennai,1156.9,1000.14,1126,940,81.56,22,17,0,5,1.19,LOW
PRJ-2421,Energy & Power Project - Patna #1421,Ministry of Urban Development,Energy & Power,Patna,516.82,415.8,1688,1904,98.46,29,28,0,1,1.67,LOW
PRJ-2422,Infrastructure Project - Bengaluru #1422,Ministry of Railways,Infrastructure,Bengaluru,2224.86,663.21,667,185,31.01,35,10,1,24,4.54,LOW
PRJ-2423,Water & Sanitation Project - Lucknow #1423,Ministry of Electronics & IT,Water & Sanitation,Lucknow,1425.74,602.22,619,370,45.35,33,14,3,16,4.49,MEDIUM
PRJ-2424,Healthcare Facility Project - Kolkata #1424,Ministry of Water Resources,Healthcare Facility,Kolkata,1187.02,347.29,561,213,24.31,36,8,8,20,7.9,MEDIUM
PRJ-2425,Digital Governance Project - Kolkata #1425,Ministry of Road Transport & Highways,Digital Governance,Kolkata,2673.81,260.66,718,121,9.92,6,0,1,5,5.16,MEDIUM
PRJ-2426,Urban Infrastructure Project - Mumbai #1426,Ministry of Railways,Urban Infrastructure,Mumbai,429.77,81.0,1639,697,15.24,24,3,7,14,8.14,HIGH
PRJ-2427,Water & Sanitation Project - Jaipur #1427,Ministry of Road Transport & Highways,Water & Sanitation,Jaipur,647.32,322.37,1226,385,40.82,19,7,0,12,3.36,LOW
PRJ-2428,Energy & Power Project - Jaipur #1428,Ministry of Electronics & IT,Energy & Power,Jaipur,2107.27,925.99,490,352,41.25,8,3,2,3,4.46,HIGH
PRJ-2429,Digital Governance Project - Jaipur #1429,Ministry of Railways,Digital Governance,Jaipur,591.97,87.17,505,106,16.68,19,3,3,13,6.87,MEDIUM
PRJ-2430,Healthcare Facility Project - Lucknow #1430,Ministry of Railways,Healthcare Facility,Lucknow,1489.81,603.9,594,241,31.68,30,9,3,18,6.42,MEDIUM
PRJ-2431,Urban Infrastructure Project - Pune #1431,Ministry of Urban Development,Urban Infrastructure,Pune,1133.51,840.71,1657,1875,92.69,21,19,0,2,1.7,LOW
PRJ-2432,Digital Governance Project - Lucknow #1432,Ministry of Railways,Digital Governance,Lucknow,2083.01,363.07,316,52,17.34,14,2,1,11,4.85,LOW
PRJ-2433,Transportation Project - Ahmedabad #1433,Ministry of Water Resources,Transportation,Ahmedabad,2754.23,1802.85,1503,843,59.74,20,11,1,8,2.55,LOW
PRJ-2434,Transportation Project - Ahmedabad #1434,Ministry of Power,Transportation,Ahmedabad,440.92,262.6,1694,1261,52.42,18,9,2,7,4.52,MEDIUM
PRJ-2435,Energy & Power Project - Delhi NCR #1435,Ministry of Water Resources,Energy & Power,Delhi NCR,2232.28,679.19,1246,551,35.74,35,12,3,20,5.29,LOW
PRJ-2436,Infrastructure Project - Jaipur #1436,Ministry of Water Resources,Infrastructure,Jaipur,2602.76,797.89,1110,298,24.72,26,6,3,17,6.86,MEDIUM
